customer_id,persona,recency_days,total_visits,total_spend,avg_ticket_price,pct_weekend_visits,pct_evening_visits,gv_plus_member,favourite_genre,preferred_location
GV002412,Blockbuster Weekend Warriors,17,28,803.48,28.7,0.701,0.995,1,Thriller,JEM
GV002413,Premium Experience Seekers,74,3,38.06,12.69,0.584,0.36,0,Sci-Fi,Vivocity
GV002414,Family Matinee Regulars,24,15,1340.63,89.38,0.859,0.203,0,Comedy,Bishan
GV002415,Family Matinee Regulars,22,8,612.8,76.6,0.772,0.188,1,Comedy,Paya Lebar
GV002416,Blockbuster Weekend Warriors,5,35,868.31,24.81,0.953,0.818,0,Thriller,Jurong Point
GV002417,Blockbuster Weekend Warriors,1,31,791.65,25.54,0.726,0.86,1,Sci-Fi,Yishun
GV002418,Blockbuster Weekend Warriors,1,18,468.67,26.04,0.747,0.839,1,Sci-Fi,Vivocity
GV002419,Casual Occasionals,69,1,16.65,16.65,0.557,0.476,1,Drama,Paya Lebar
GV002420,Blockbuster Weekend Warriors,2,21,485.99,23.14,0.939,0.665,1,Sci-Fi,Tampines
GV002421,Premium Experience Seekers,229,7,175.77,25.11,0.656,0.753,1,Sci-Fi,Kallang Leisure Park
GV002422,Blockbuster Weekend Warriors,10,25,859.51,34.38,0.866,0.681,1,Action,Tampines
GV002423,Family Matinee Regulars,11,10,744.55,74.45,0.785,0.316,1,Animation,JEM
GV002424,Blockbuster Weekend Warriors,41,8,411.41,51.43,0.561,0.679,1,Action,Yishun
GV002425,Casual Occasionals,38,7,491.11,70.16,0.468,0.88,0,Drama,Yishun
GV002426,Lapsed Loyalists,348,6,102.01,17.0,0.576,0.415,0,Horror,Kallang Leisure Park
GV002427,Premium Experience Seekers,343,14,211.62,15.12,0.708,0.679,1,Sci-Fi,Jurong Point
GV002428,Premium Experience Seekers,347,13,232.25,17.87,0.507,0.651,0,Comedy,JEM
GV002429,Premium Experience Seekers,187,2,33.49,16.74,0.544,0.658,0,Romance,Kallang Leisure Park
GV002430,Family Matinee Regulars,59,14,914.97,65.36,0.816,0.16,0,Romance,Paya Lebar
GV002431,Blockbuster Weekend Warriors,25,26,839.16,32.28,0.749,0.816,1,Action,JEM
GV002432,Family Matinee Regulars,14,8,449.65,56.21,0.706,0.398,0,Animation,Jurong Point
GV002433,Blockbuster Weekend Warriors,31,4,206.89,51.72,0.698,0.627,1,Thriller,Vivocity
GV002434,Casual Occasionals,35,8,625.06,78.13,0.408,0.785,1,Drama,Yishun
GV002435,Premium Experience Seekers,104,1,19.57,19.57,0.419,0.331,0,Comedy,Vivocity
GV002436,Blockbuster Weekend Warriors,1,21,703.29,33.49,0.93,0.965,1,Thriller,Yishun
GV002437,Premium Experience Seekers,195,6,98.8,16.47,0.503,0.642,0,Animation,Tampines
GV002438,Family Matinee Regulars,30,13,1166.66,89.74,0.804,0.187,1,Comedy,JEM
GV002439,Lapsed Loyalists,152,2,26.85,13.42,0.535,0.358,0,Horror,Vivocity
GV002440,Premium Experience Seekers,101,5,95.38,19.08,0.45,0.492,0,Thriller,Kallang Leisure Park
GV002441,Blockbuster Weekend Warriors,12,33,806.18,24.43,0.984,0.822,1,Thriller,Kallang Leisure Park
GV002442,Premium Experience Seekers,80,4,54.46,13.61,0.464,0.636,1,Comedy,Paya Lebar
GV002443,Premium Experience Seekers,153,6,88.04,14.67,0.691,0.553,0,Animation,JEM
GV002444,Family Matinee Regulars,20,12,799.58,66.63,0.657,0.392,0,Animation,Kallang Leisure Park
GV002445,Blockbuster Weekend Warriors,14,24,778.15,32.42,0.949,0.997,1,Sci-Fi,Jurong Point
GV002446,Premium Experience Seekers,339,7,120.48,17.21,0.413,0.64,0,Animation,Yishun
GV002447,Family Matinee Regulars,38,18,1059.12,58.84,0.83,0.366,0,Comedy,Kallang Leisure Park
GV002448,Family Matinee Regulars,58,11,695.6,63.24,0.83,0.284,1,Comedy,Kallang Leisure Park
GV002449,Premium Experience Seekers,133,3,55.07,18.36,0.598,0.63,0,Thriller,Paya Lebar
GV002450,Premium Experience Seekers,184,6,179.8,29.97,0.767,0.509,1,Romance,Yishun
GV002451,Premium Experience Seekers,17,4,214.27,53.57,0.5,0.588,0,Action,Bishan
GV002452,Premium Experience Seekers,143,4,50.62,12.66,0.694,0.453,0,Sci-Fi,Tampines
GV002453,Blockbuster Weekend Warriors,36,11,835.25,75.93,0.645,0.698,1,Thriller,Tampines
GV002454,Premium Experience Seekers,323,7,193.52,27.65,0.609,0.436,0,Action,Bishan
GV002455,Premium Experience Seekers,222,9,236.23,26.25,0.764,0.668,1,Romance,Tampines
GV002456,Blockbuster Weekend Warriors,29,25,782.31,31.29,0.751,0.834,0,Sci-Fi,Tampines
GV002457,Blockbuster Weekend Warriors,1,39,1324.7,33.97,0.969,0.939,1,Thriller,Vivocity
GV002458,Blockbuster Weekend Warriors,25,29,860.13,29.66,0.736,0.845,1,Thriller,Kallang Leisure Park
GV002459,Premium Experience Seekers,125,1,17.84,17.84,0.382,0.48,0,Action,Jurong Point
GV002460,Casual Occasionals,132,1,12.8,12.8,0.368,0.578,1,Drama,Kallang Leisure Park
GV002461,Premium Experience Seekers,166,6,91.36,15.23,0.501,0.681,0,Comedy,Kallang Leisure Park
GV002462,Blockbuster Weekend Warriors,6,22,766.9,34.86,0.709,0.782,0,Action,Tampines
GV002463,Blockbuster Weekend Warriors,2,32,1012.26,31.63,0.705,0.846,1,Thriller,Vivocity
GV002464,Casual Occasionals,174,4,62.49,15.62,0.507,0.55,1,Drama,Tampines
GV002465,Blockbuster Weekend Warriors,20,21,528.4,25.16,0.897,0.932,1,Action,JEM
GV002466,Premium Experience Seekers,148,2,38.81,19.41,0.552,0.529,1,Animation,Paya Lebar
GV002467,Family Matinee Regulars,43,10,842.1,84.21,0.855,0.313,0,Comedy,Yishun
GV002468,Family Matinee Regulars,51,17,1186.34,69.78,0.678,0.101,1,Romance,Jurong Point
GV002469,Premium Experience Seekers,240,6,142.48,23.75,0.609,0.615,1,Comedy,Jurong Point
GV002470,Lapsed Loyalists,336,7,159.44,22.78,0.684,0.765,0,Horror,Kallang Leisure Park
GV002471,Blockbuster Weekend Warriors,24,21,542.65,25.84,0.867,0.805,0,Action,Yishun
GV002472,Family Matinee Regulars,34,15,881.13,58.74,0.802,0.295,1,Romance,Yishun
GV002473,Premium Experience Seekers,241,11,322.81,29.35,0.529,0.608,0,Romance,Tampines
GV002474,Casual Occasionals,39,5,340.37,68.07,0.544,0.853,1,Drama,Yishun
GV002475,Blockbuster Weekend Warriors,10,30,906.93,30.23,0.831,0.719,1,Sci-Fi,Kallang Leisure Park
GV002476,Premium Experience Seekers,72,5,76.22,15.24,0.417,0.584,0,Action,Tampines
GV002477,Blockbuster Weekend Warriors,21,6,345.32,57.55,0.697,0.618,1,Thriller,Paya Lebar
GV002478,Casual Occasionals,181,2,26.69,13.35,0.455,0.363,0,Drama,Kallang Leisure Park
GV002479,Premium Experience Seekers,91,6,114.74,19.12,0.423,0.591,0,Thriller,Jurong Point
GV002480,Family Matinee Regulars,36,8,476.92,59.62,0.666,0.32,0,Romance,Vivocity
GV002481,Premium Experience Seekers,192,2,29.28,14.64,0.636,0.468,0,Animation,Yishun
GV002482,Casual Occasionals,118,4,50.01,12.5,0.59,0.664,1,Drama,JEM
GV002483,Family Matinee Regulars,15,12,852.2,71.02,0.813,0.169,1,Romance,Paya Lebar
GV002484,Family Matinee Regulars,47,11,609.57,55.42,0.614,0.224,1,Romance,Tampines
GV002485,Casual Occasionals,177,2,39.43,19.71,0.304,0.56,0,Drama,Tampines
GV002486,Premium Experience Seekers,165,5,95.66,19.13,0.627,0.365,1,Thriller,Yishun
GV002487,Family Matinee Regulars,47,16,1004.78,62.8,0.723,0.323,1,Romance,Kallang Leisure Park
GV002488,Premium Experience Seekers,157,4,49.79,12.45,0.419,0.596,0,Action,Kallang Leisure Park
GV002489,Premium Experience Seekers,177,2,25.96,12.98,0.536,0.454,0,Comedy,Vivocity
GV002490,Casual Occasionals,173,6,105.52,17.59,0.326,0.628,0,Drama,Kallang Leisure Park
GV002491,Premium Experience Seekers,249,10,201.31,20.13,0.675,0.408,1,Romance,Jurong Point
GV002492,Family Matinee Regulars,36,10,654.93,65.49,0.764,0.316,0,Animation,Jurong Point
GV002493,Lapsed Loyalists,89,2,31.7,15.85,0.458,0.462,0,Horror,Tampines
GV002494,Family Matinee Regulars,54,14,916.78,65.48,0.874,0.336,0,Comedy,Jurong Point
GV002495,Blockbuster Weekend Warriors,4,35,880.04,25.14,0.909,0.996,1,Action,Kallang Leisure Park
GV002496,Casual Occasionals,61,6,99.55,16.59,0.477,0.328,0,Drama,Vivocity
GV002497,Blockbuster Weekend Warriors,19,31,931.09,30.04,0.969,0.688,0,Sci-Fi,JEM
GV002498,Family Matinee Regulars,55,16,986.45,61.65,0.738,0.182,1,Romance,Vivocity
GV002499,Blockbuster Weekend Warriors,30,5,353.85,70.77,0.612,0.787,1,Thriller,Paya Lebar
GV002500,Blockbuster Weekend Warriors,11,21,679.73,32.37,0.859,0.741,1,Action,Jurong Point
GV002501,Blockbuster Weekend Warriors,13,32,768.52,24.02,0.851,0.987,1,Thriller,JEM
GV002502,Lapsed Loyalists,87,3,45.2,15.07,0.402,0.666,0,Horror,Bishan
GV002503,Blockbuster Weekend Warriors,19,20,596.57,29.83,0.748,0.875,1,Action,Paya Lebar
GV002504,Premium Experience Seekers,196,1,12.81,12.81,0.582,0.392,0,Action,Yishun
GV002505,Blockbuster Weekend Warriors,28,9,628.06,69.78,0.537,0.719,1,Thriller,Bishan
GV002506,Premium Experience Seekers,135,2,24.03,12.02,0.345,0.653,0,Romance,Bishan
GV002507,Blockbuster Weekend Warriors,14,24,808.84,33.7,0.908,0.882,1,Action,Paya Lebar
GV002508,Family Matinee Regulars,33,18,1355.44,75.3,0.862,0.169,1,Animation,Vivocity
GV002509,Blockbuster Weekend Warriors,23,9,534.98,59.44,0.456,0.827,1,Action,JEM
GV002510,Blockbuster Weekend Warriors,14,8,364.2,45.53,0.612,0.8,1,Thriller,Yishun
GV002511,Casual Occasionals,145,3,37.73,12.58,0.406,0.303,0,Drama,Kallang Leisure Park
GV002512,Family Matinee Regulars,24,8,496.32,62.04,0.635,0.384,1,Romance,Jurong Point
GV002513,Blockbuster Weekend Warriors,23,36,1087.22,30.2,0.948,0.858,0,Action,Yishun
GV002514,Lapsed Loyalists,101,1,16.24,16.24,0.52,0.383,1,Horror,Paya Lebar
GV002515,Family Matinee Regulars,17,14,1135.75,81.12,0.876,0.147,0,Romance,Kallang Leisure Park
GV002516,Premium Experience Seekers,126,1,16.31,16.31,0.402,0.343,1,Thriller,Paya Lebar
GV002517,Blockbuster Weekend Warriors,1,27,855.82,31.7,0.734,0.842,0,Sci-Fi,Paya Lebar
GV002518,Premium Experience Seekers,297,11,314.86,28.62,0.668,0.673,1,Comedy,Vivocity
GV002519,Premium Experience Seekers,136,5,82.3,16.46,0.547,0.468,0,Animation,Jurong Point
GV002520,Premium Experience Seekers,241,11,253.58,23.05,0.725,0.742,1,Action,Vivocity
GV002521,Casual Occasionals,43,11,688.11,62.56,0.655,0.563,1,Drama,JEM
GV002522,Premium Experience Seekers,247,14,214.76,15.34,0.745,0.729,0,Comedy,Jurong Point
GV002523,Casual Occasionals,26,5,247.8,49.56,0.471,0.844,1,Drama,Jurong Point
GV002524,Premium Experience Seekers,338,13,253.56,19.5,0.668,0.798,1,Action,Yishun
GV002525,Premium Experience Seekers,168,6,129.17,21.53,0.615,0.448,1,Thriller,Vivocity
GV002526,Blockbuster Weekend Warriors,13,32,832.22,26.01,0.787,0.854,1,Action,Yishun
GV002527,Premium Experience Seekers,65,6,119.73,19.96,0.433,0.666,0,Romance,JEM
GV002528,Family Matinee Regulars,10,14,908.15,64.87,0.775,0.276,1,Comedy,Tampines
GV002529,Blockbuster Weekend Warriors,15,39,1062.75,27.25,0.888,0.972,1,Thriller,JEM
GV002530,Premium Experience Seekers,88,1,14.26,14.26,0.648,0.542,0,Animation,Tampines
GV002531,Premium Experience Seekers,166,3,45.66,15.22,0.409,0.625,1,Comedy,Tampines
GV002532,Blockbuster Weekend Warriors,15,24,813.56,33.9,0.975,0.993,1,Sci-Fi,Kallang Leisure Park
GV002533,Blockbuster Weekend Warriors,16,11,784.16,71.29,0.456,0.718,1,Action,Paya Lebar
GV002534,Premium Experience Seekers,188,3,49.75,16.58,0.443,0.551,0,Action,Yishun
GV002535,Premium Experience Seekers,362,7,172.58,24.65,0.657,0.511,0,Thriller,Jurong Point
GV002536,Premium Experience Seekers,130,3,59.48,19.83,0.607,0.694,0,Animation,Kallang Leisure Park
GV002537,Blockbuster Weekend Warriors,4,27,929.72,34.43,0.833,0.786,1,Thriller,JEM
GV002538,Premium Experience Seekers,292,13,364.75,28.06,0.501,0.791,1,Romance,Tampines
GV002539,Lapsed Loyalists,112,6,118.33,19.72,0.339,0.634,0,Horror,Paya Lebar
GV002540,Casual Occasionals,19,4,309.08,77.27,0.613,0.78,1,Drama,Bishan
GV002541,Blockbuster Weekend Warriors,8,26,771.31,29.67,0.909,0.807,1,Thriller,Vivocity
GV002542,Blockbuster Weekend Warriors,23,35,973.62,27.82,0.899,0.954,1,Thriller,Jurong Point
GV002543,Casual Occasionals,124,2,31.17,15.59,0.664,0.589,0,Drama,Kallang Leisure Park
GV002544,Family Matinee Regulars,51,14,985.88,70.42,0.615,0.249,0,Romance,JEM
GV002545,Premium Experience Seekers,108,3,47.44,15.81,0.325,0.385,0,Action,JEM
GV002546,Blockbuster Weekend Warriors,1,24,825.92,34.41,0.716,0.702,1,Action,Kallang Leisure Park
GV002547,Blockbuster Weekend Warriors,19,36,1184.28,32.9,0.935,0.885,1,Sci-Fi,Tampines
GV002548,Blockbuster Weekend Warriors,17,26,735.81,28.3,0.706,0.959,1,Thriller,Bishan
GV002549,Blockbuster Weekend Warriors,11,32,1087.15,33.97,0.778,0.867,0,Sci-Fi,Bishan
GV002550,Family Matinee Regulars,33,12,737.75,61.48,0.768,0.252,1,Comedy,Kallang Leisure Park
GV002551,Lapsed Loyalists,90,1,19.41,19.41,0.611,0.543,0,Horror,Paya Lebar
GV002552,Blockbuster Weekend Warriors,7,27,906.46,33.57,0.725,0.825,0,Thriller,JEM
GV002553,Blockbuster Weekend Warriors,20,30,789.1,26.3,0.951,0.812,1,Action,JEM
GV002554,Lapsed Loyalists,80,3,38.25,12.75,0.606,0.64,0,Horror,Jurong Point
GV002555,Family Matinee Regulars,47,18,1159.98,64.44,0.847,0.248,1,Romance,Tampines
GV002556,Premium Experience Seekers,311,7,131.64,18.81,0.605,0.798,1,Comedy,Kallang Leisure Park
GV002557,Blockbuster Weekend Warriors,21,4,213.71,53.43,0.697,0.849,1,Thriller,JEM
GV002558,Lapsed Loyalists,343,5,89.37,17.87,0.7,0.725,1,Horror,JEM
GV002559,Casual Occasionals,20,8,432.19,54.02,0.492,0.698,1,Drama,Paya Lebar
GV002560,Blockbuster Weekend Warriors,21,26,733.77,28.22,0.977,0.708,1,Sci-Fi,Bishan
GV002561,Premium Experience Seekers,113,1,14.33,14.33,0.674,0.553,0,Romance,Vivocity
GV002562,Premium Experience Seekers,160,3,44.41,14.8,0.488,0.388,1,Animation,Tampines
GV002563,Casual Occasionals,253,7,186.48,26.64,0.414,0.633,1,Drama,Bishan
GV002564,Premium Experience Seekers,74,6,119.87,19.98,0.682,0.405,1,Action,Paya Lebar
GV002565,Family Matinee Regulars,14,19,1130.68,59.51,0.647,0.116,1,Comedy,Yishun
GV002566,Premium Experience Seekers,66,2,28.59,14.29,0.484,0.685,0,Romance,Yishun
GV002567,Premium Experience Seekers,127,3,39.42,13.14,0.669,0.314,0,Sci-Fi,Paya Lebar
GV002568,Blockbuster Weekend Warriors,7,30,998.21,33.27,0.846,0.67,0,Sci-Fi,Jurong Point
GV002569,Premium Experience Seekers,153,13,284.62,21.89,0.782,0.741,1,Romance,Yishun
GV002570,Premium Experience Seekers,177,2,27.57,13.79,0.591,0.476,0,Sci-Fi,Vivocity
GV002571,Family Matinee Regulars,35,9,809.2,89.91,0.73,0.218,1,Animation,Kallang Leisure Park
GV002572,Family Matinee Regulars,35,17,1188.3,69.9,0.624,0.122,1,Comedy,Vivocity
GV002573,Premium Experience Seekers,155,3,37.93,12.64,0.58,0.604,1,Sci-Fi,Vivocity
GV002574,Family Matinee Regulars,31,8,586.68,73.34,0.868,0.23,0,Romance,Paya Lebar
GV002575,Family Matinee Regulars,51,18,1342.37,74.58,0.836,0.121,0,Comedy,Yishun
GV002576,Lapsed Loyalists,73,3,42.11,14.04,0.693,0.661,0,Horror,Paya Lebar
GV002577,Premium Experience Seekers,88,2,24.29,12.14,0.652,0.694,1,Romance,Bishan
GV002578,Premium Experience Seekers,83,3,55.67,18.56,0.478,0.363,0,Thriller,JEM
GV002579,Family Matinee Regulars,25,8,516.01,64.5,0.678,0.13,1,Comedy,Jurong Point
GV002580,Blockbuster Weekend Warriors,26,23,524.64,22.81,0.912,0.709,1,Action,JEM
GV002581,Blockbuster Weekend Warriors,38,7,459.86,65.69,0.606,0.757,1,Action,Yishun
GV002582,Blockbuster Weekend Warriors,29,37,1187.73,32.1,0.911,0.674,1,Action,Kallang Leisure Park
GV002583,Premium Experience Seekers,181,3,48.63,16.21,0.319,0.555,0,Thriller,Tampines
GV002584,Casual Occasionals,233,6,133.22,22.2,0.426,0.522,1,Drama,Tampines
GV002585,Lapsed Loyalists,143,6,98.19,16.37,0.348,0.476,1,Horror,Jurong Point
GV002586,Casual Occasionals,354,13,220.27,16.94,0.625,0.668,0,Drama,JEM
GV002587,Blockbuster Weekend Warriors,8,18,600.41,33.36,0.822,0.932,0,Sci-Fi,Paya Lebar
GV002588,Premium Experience Seekers,143,6,75.25,12.54,0.411,0.69,0,Thriller,Paya Lebar
GV002589,Blockbuster Weekend Warriors,34,7,444.17,63.45,0.622,0.616,1,Thriller,Paya Lebar
GV002590,Premium Experience Seekers,276,12,237.03,19.75,0.674,0.614,0,Thriller,Paya Lebar
GV002591,Premium Experience Seekers,77,3,59.39,19.8,0.466,0.4,0,Action,Paya Lebar
GV002592,Premium Experience Seekers,303,13,251.52,19.35,0.53,0.437,0,Thriller,JEM
GV002593,Blockbuster Weekend Warriors,27,9,455.37,50.6,0.567,0.706,1,Action,Tampines
GV002594,Premium Experience Seekers,163,4,75.41,18.85,0.475,0.56,0,Romance,Tampines
GV002595,Casual Occasionals,42,6,415.42,69.24,0.611,0.864,0,Drama,Vivocity
GV002596,Blockbuster Weekend Warriors,12,23,592.68,25.77,0.774,0.824,0,Action,Bishan
GV002597,Blockbuster Weekend Warriors,12,30,887.92,29.6,0.952,0.823,1,Sci-Fi,JEM
GV002598,Premium Experience Seekers,62,6,80.35,13.39,0.433,0.398,0,Thriller,JEM
GV002599,Premium Experience Seekers,235,7,156.68,22.38,0.711,0.534,1,Romance,JEM
GV002600,Casual Occasionals,323,8,172.95,21.62,0.645,0.456,1,Drama,Vivocity
GV002601,Blockbuster Weekend Warriors,13,18,481.02,26.72,0.909,0.825,1,Sci-Fi,Vivocity
GV002602,Premium Experience Seekers,166,4,62.82,15.71,0.312,0.44,0,Thriller,Kallang Leisure Park
GV002603,Blockbuster Weekend Warriors,1,37,1036.26,28.01,0.792,0.858,1,Thriller,Bishan
GV002604,Family Matinee Regulars,20,19,1671.87,87.99,0.674,0.394,1,Comedy,Kallang Leisure Park
GV002605,Premium Experience Seekers,178,2,31.2,15.6,0.457,0.443,0,Thriller,Jurong Point
GV002606,Blockbuster Weekend Warriors,38,6,283.31,47.22,0.491,0.737,1,Thriller,Jurong Point
GV002607,Premium Experience Seekers,197,2,38.84,19.42,0.481,0.595,0,Animation,Kallang Leisure Park
GV002608,Premium Experience Seekers,198,11,268.33,24.39,0.439,0.471,1,Thriller,Vivocity
GV002609,Premium Experience Seekers,194,5,76.57,15.31,0.769,0.712,0,Sci-Fi,Yishun
GV002610,Family Matinee Regulars,45,16,1120.61,70.04,0.82,0.35,1,Comedy,Jurong Point
GV002611,Lapsed Loyalists,197,4,68.48,17.12,0.367,0.384,0,Horror,Vivocity
GV002612,Premium Experience Seekers,176,5,132.05,26.41,0.648,0.618,0,Comedy,Paya Lebar
GV002613,Family Matinee Regulars,34,17,1017.37,59.85,0.899,0.379,1,Comedy,Kallang Leisure Park
GV002614,Premium Experience Seekers,216,12,359.52,29.96,0.574,0.56,1,Comedy,Yishun
GV002615,Premium Experience Seekers,142,1,19.0,19.0,0.346,0.632,0,Sci-Fi,Kallang Leisure Park
GV002616,Family Matinee Regulars,51,12,1066.1,88.84,0.613,0.148,1,Romance,JEM
GV002617,Premium Experience Seekers,130,2,34.2,17.1,0.692,0.487,0,Romance,Tampines
GV002618,Blockbuster Weekend Warriors,23,35,1055.94,30.17,0.887,0.999,1,Thriller,Kallang Leisure Park
GV002619,Family Matinee Regulars,54,16,1027.15,64.2,0.792,0.244,1,Animation,Yishun
GV002620,Family Matinee Regulars,15,18,1307.08,72.62,0.651,0.219,1,Animation,Paya Lebar
GV002621,Blockbuster Weekend Warriors,14,10,455.34,45.53,0.637,0.637,1,Thriller,Vivocity
GV002622,Blockbuster Weekend Warriors,23,35,977.38,27.93,0.786,0.73,0,Thriller,Yishun
GV002623,Blockbuster Weekend Warriors,30,10,682.67,68.27,0.446,0.711,1,Thriller,Jurong Point
GV002624,Blockbuster Weekend Warriors,29,24,562.66,23.44,0.9,0.877,1,Action,Vivocity
GV002625,Family Matinee Regulars,35,9,598.37,66.49,0.624,0.261,0,Animation,Vivocity
GV002626,Family Matinee Regulars,15,14,976.75,69.77,0.793,0.21,0,Comedy,Tampines
GV002627,Family Matinee Regulars,57,12,977.55,81.46,0.766,0.367,1,Comedy,Paya Lebar
GV002628,Blockbuster Weekend Warriors,2,30,933.91,31.13,0.856,0.833,1,Thriller,JEM
GV002629,Blockbuster Weekend Warriors,15,9,682.88,75.88,0.537,0.873,1,Action,Kallang Leisure Park
GV002630,Family Matinee Regulars,22,14,902.17,64.44,0.89,0.181,1,Romance,Vivocity
GV002631,Blockbuster Weekend Warriors,32,6,384.48,64.08,0.563,0.659,1,Action,Tampines
GV002632,Blockbuster Weekend Warriors,7,30,840.1,28.0,0.906,0.807,1,Thriller,Yishun
GV002633,Blockbuster Weekend Warriors,31,11,615.88,55.99,0.453,0.621,1,Thriller,Jurong Point
GV002634,Premium Experience Seekers,194,13,353.32,27.18,0.471,0.667,1,Romance,Jurong Point
GV002635,Blockbuster Weekend Warriors,16,37,816.37,22.06,0.773,0.791,1,Sci-Fi,Bishan
GV002636,Family Matinee Regulars,23,15,1004.24,66.95,0.734,0.377,0,Animation,JEM
GV002637,Family Matinee Regulars,54,13,1076.79,82.83,0.734,0.323,0,Comedy,JEM
GV002638,Blockbuster Weekend Warriors,15,34,1183.97,34.82,0.727,0.771,0,Thriller,Tampines
GV002639,Blockbuster Weekend Warriors,25,39,1148.72,29.45,0.986,0.974,0,Action,Bishan
GV002640,Blockbuster Weekend Warriors,7,28,943.91,33.71,0.976,0.894,0,Thriller,Bishan
GV002641,Blockbuster Weekend Warriors,34,7,341.39,48.77,0.667,0.731,1,Thriller,JEM
GV002642,Blockbuster Weekend Warriors,3,22,567.64,25.8,0.814,0.834,1,Thriller,Kallang Leisure Park
GV002643,Blockbuster Weekend Warriors,15,36,1105.48,30.71,0.776,0.83,1,Sci-Fi,Bishan
GV002644,Blockbuster Weekend Warriors,26,20,580.24,29.01,0.781,0.665,0,Sci-Fi,Vivocity
GV002645,Blockbuster Weekend Warriors,14,26,859.0,33.04,0.797,0.904,1,Action,Yishun
GV002646,Blockbuster Weekend Warriors,15,38,1020.27,26.85,0.832,0.76,1,Sci-Fi,Bishan
GV002647,Blockbuster Weekend Warriors,4,37,902.15,24.38,0.923,0.85,1,Thriller,Vivocity
GV002648,Family Matinee Regulars,16,9,801.25,89.03,0.838,0.348,1,Romance,Kallang Leisure Park
GV002649,Family Matinee Regulars,54,13,1147.45,88.27,0.742,0.132,0,Comedy,Kallang Leisure Park
GV002650,Premium Experience Seekers,195,2,24.43,12.21,0.507,0.391,0,Animation,Bishan
GV002651,Blockbuster Weekend Warriors,4,36,1188.62,33.02,0.909,0.92,1,Sci-Fi,Paya Lebar
GV002652,Casual Occasionals,183,2,36.21,18.1,0.332,0.348,0,Drama,Paya Lebar
GV002653,Premium Experience Seekers,261,11,305.87,27.81,0.783,0.465,1,Sci-Fi,Jurong Point
GV002654,Family Matinee Regulars,48,15,905.32,60.35,0.738,0.217,0,Comedy,Paya Lebar
GV002655,Lapsed Loyalists,84,3,48.26,16.09,0.669,0.468,0,Horror,Bishan
GV002656,Blockbuster Weekend Warriors,29,32,1053.75,32.93,0.918,0.75,0,Sci-Fi,Bishan
GV002657,Premium Experience Seekers,132,2,30.16,15.08,0.327,0.466,0,Action,Tampines
GV002658,Blockbuster Weekend Warriors,39,10,741.55,74.16,0.473,0.636,1,Thriller,JEM
GV002659,Premium Experience Seekers,131,1,15.2,15.2,0.686,0.423,0,Thriller,Bishan
GV002660,Family Matinee Regulars,59,18,1142.56,63.48,0.72,0.126,0,Animation,Tampines
GV002661,Premium Experience Seekers,90,3,54.82,18.27,0.468,0.537,0,Action,Jurong Point
GV002662,Blockbuster Weekend Warriors,19,24,776.87,32.37,0.84,0.987,1,Sci-Fi,JEM
GV002663,Premium Experience Seekers,288,10,225.45,22.55,0.681,0.464,0,Thriller,Bishan
GV002664,Casual Occasionals,31,7,428.6,61.23,0.632,0.666,1,Drama,Paya Lebar
GV002665,Premium Experience Seekers,119,4,60.57,15.14,0.32,0.642,0,Comedy,Tampines
GV002666,Family Matinee Regulars,19,16,1067.6,66.72,0.617,0.169,0,Romance,Bishan
GV002667,Blockbuster Weekend Warriors,11,33,850.01,25.76,0.802,0.985,1,Action,JEM
GV002668,Blockbuster Weekend Warriors,22,8,603.56,75.45,0.614,0.702,1,Thriller,Vivocity
GV002669,Lapsed Loyalists,112,4,56.05,14.01,0.368,0.444,1,Horror,JEM
GV002670,Premium Experience Seekers,63,2,27.32,13.66,0.5,0.612,0,Comedy,Vivocity
GV002671,Blockbuster Weekend Warriors,21,31,823.98,26.58,0.935,0.757,1,Thriller,Kallang Leisure Park
GV002672,Blockbuster Weekend Warriors,23,7,507.52,72.5,0.548,0.632,1,Action,Kallang Leisure Park
GV002673,Premium Experience Seekers,282,13,254.61,19.59,0.735,0.661,1,Thriller,Kallang Leisure Park
GV002674,Blockbuster Weekend Warriors,24,35,785.59,22.45,0.845,0.65,1,Thriller,JEM
GV002675,Family Matinee Regulars,48,11,673.49,61.23,0.811,0.392,0,Comedy,Kallang Leisure Park
GV002676,Premium Experience Seekers,87,1,19.59,19.59,0.511,0.694,1,Sci-Fi,Paya Lebar
GV002677,Lapsed Loyalists,154,5,74.65,14.93,0.454,0.657,0,Horror,Paya Lebar
GV002678,Blockbuster Weekend Warriors,27,7,497.4,71.06,0.482,0.869,1,Thriller,Vivocity
GV002679,Family Matinee Regulars,45,17,1209.89,71.17,0.822,0.297,0,Comedy,Jurong Point
GV002680,Premium Experience Seekers,63,6,117.78,19.63,0.677,0.384,0,Sci-Fi,Kallang Leisure Park
GV002681,Premium Experience Seekers,189,14,337.67,24.12,0.617,0.778,1,Action,JEM
GV002682,Blockbuster Weekend Warriors,10,38,867.05,22.82,0.786,0.964,1,Action,Vivocity
GV002683,Premium Experience Seekers,96,2,33.13,16.57,0.606,0.515,1,Romance,JEM
GV002684,Lapsed Loyalists,186,3,38.59,12.86,0.624,0.477,0,Horror,Paya Lebar
GV002685,Premium Experience Seekers,77,4,76.73,19.18,0.579,0.474,0,Action,Yishun
GV002686,Lapsed Loyalists,188,10,281.13,28.11,0.636,0.714,1,Horror,Tampines
